d1,type,d2
DB00343,17,DB01235
DB00631,17,DB00476
DB00436,17,DB01355
DB01244,17,DB01235
DB01002,17,DB01235
DB00521,17,DB01136
DB01023,17,DB01235
DB00590,17,DB01235
DB00476,17,DB00486
DB00436,17,DB01235
DB00612,17,DB01136
DB00594,17,DB01235
DB05239,18,DB00390
DB01396,18,DB06595
DB00390,18,DB00322
DB01396,18,DB00773
DB00515,18,DB01396
DB00390,18,DB01204
DB00390,18,DB00603
DB00248,18,DB01396
DB01396,18,DB09053
DB08875,18,DB00390
DB01396,18,DB00959
DB01396,18,DB00563
DB00357,18,DB00390
DB00262,18,DB00390
DB00390,18,DB00441
DB01234,18,DB00390
DB00188,18,DB01396
DB00515,18,DB00390
DB00255,18,DB00390
DB00851,18,DB01396
DB01396,18,DB00947
DB00390,18,DB00317
DB04839,18,DB01396
DB00307,18,DB00390
DB00537,18,DB01396
DB00537,18,DB00390
DB00390,18,DB00959
DB00276,18,DB00390
DB00390,18,DB01196
DB02300,18,DB00390
DB00390,18,DB01006
DB01043,19,DB00703
DB01177,19,DB01283
DB01014,19,DB00445
DB06736,19,DB01177
DB00945,19,DB06263
DB00445,19,DB01009
DB00445,19,DB00788
DB00586,19,DB01177
DB00963,19,DB00445
DB06736,19,DB06263
DB06263,19,DB01097
DB00997,19,DB01024
DB00963,19,DB00694
DB01576,19,DB01144
DB00945,19,DB00997
DB00182,19,DB00703
DB00608,19,DB01177
DB06263,19,DB00788
DB06736,19,DB00445
DB01177,19,DB00814
DB13783,19,DB01177
DB06263,19,DB00608
DB00819,19,DB00182
DB00445,19,DB00784
DB00997,19,DB00688
DB06263,19,DB01435
DB00997,19,DB01283
DB00694,19,DB00814
DB00972,19,DB01177
DB00997,19,DB01050
DB01136,20,DB00629
DB00696,20,DB00598
DB01136,20,DB00696
DB00521,20,DB01577
DB00195,20,DB00696
DB00714,20,DB04861
DB00668,20,DB00264
DB00714,20,DB04846
DB00866,20,DB01577
DB00195,20,DB01200
DB00866,20,DB01018
DB00320,20,DB00264
DB00668,20,DB04861
DB00612,20,DB00292
DB04846,20,DB01577
DB00714,20,DB01136
DB00866,20,DB00292
DB00612,20,DB01200
DB00714,20,DB00521
DB01136,20,DB00292
DB01577,20,DB04861
DB00866,20,DB00320
DB01018,20,DB00598
DB00866,20,DB00865
DB00575,20,DB00264
DB00972,21,DB00865
DB01114,21,DB01576
DB00568,21,DB01577
DB00927,21,DB01577
DB00865,21,DB06691
DB00182,21,DB00751
DB00737,21,DB01577
DB01576,21,DB06691
DB01576,21,DB00366
DB00967,21,DB01576
DB01246,21,DB01576
DB00182,21,DB00568
DB00182,21,DB00950
DB01246,21,DB00865
DB00865,21,DB09555
DB00865,21,DB00927
DB00865,21,DB01075
DB01576,21,DB00370
DB00719,21,DB01577
DB01576,21,DB00950
DB11181,22,DB00486
DB00211,22,DB00486
DB00289,22,DB13139
DB06700,22,DB00668
DB01018,22,DB08918
DB00629,22,DB08918
DB06700,22,DB00968
DB00476,22,DB01364
DB00484,22,DB08918
DB01274,22,DB06700
DB00476,22,DB01064
DB00476,22,DB00629
DB00476,22,DB08893
DB06700,22,DB06262
DB08918,22,DB04861
DB01577,22,DB00486
DB00484,22,DB06700
DB00979,22,DB00470
DB00470,22,DB06702
DB01407,22,DB00476
DB00353,23,DB00211
DB00248,23,DB00968
DB00248,23,DB01364
DB00320,23,DB01364
DB01407,23,DB00320
DB00575,23,DB00696
DB06262,23,DB00353
DB00248,23,DB01407
DB00841,23,DB00696
DB00248,23,DB08893
DB00320,23,DB01064
DB00320,23,DB00629
DB00248,23,DB04861
DB00320,23,DB00968
DB01364,23,DB00353
DB00484,23,DB01200
DB01274,23,DB01253
DB00633,23,DB00353
DB00248,23,DB01018
DB01175,24,DB00472
DB00604,24,DB01184
DB01184,24,DB01175
DB00280,24,DB00875
DB06216,24,DB01184
DB01169,24,DB01184
DB01184,24,DB09039
DB00261,24,DB00280
DB00204,24,DB00472
DB04855,24,DB01175
DB01169,24,DB04946
DB01175,24,DB04946
DB00280,24,DB00472
DB00215,24,DB01175
DB00261,24,DB04946
DB01169,24,DB01175
DB09039,24,DB01175
DB00261,24,DB09039
DB06237,25,DB01018
DB06237,25,DB00484
DB06237,25,DB00629
DB06237,25,DB00521
DB00484,25,DB01170
DB00484,25,DB00622
DB00484,25,DB01240
DB00590,25,DB00598
DB00484,25,DB00808
DB06237,25,DB00796
DB06237,25,DB00584
DB06237,25,DB04846
DB01136,25,DB00598
DB00484,25,DB04840
DB00484,25,DB01018
DB06237,25,DB04861
DB04946,26,DB01071
DB00924,26,DB00451
DB04855,26,DB08868
DB01071,26,DB00933
DB00988,26,DB01159
DB00537,26,DB00876
DB00321,26,DB01583
DB00537,26,DB01029
DB00199,26,DB01071
DB00280,26,DB00281
DB01242,26,DB00451
DB01151,26,DB01583
DB00502,26,DB01071
DB01151,26,DB00451
DB00753,26,DB01064
DB00242,27,DB00531
DB00290,27,DB00531
DB00531,27,DB00959
DB00531,27,DB01204
DB00531,27,DB04839
DB00531,27,DB01248
DB00262,27,DB00531
DB00531,27,DB00603
DB00515,27,DB00531
DB08865,27,DB00531
DB00531,27,DB00688
DB06772,27,DB00531
DB00531,27,DB09123
DB00531,27,DB00978
DB00531,27,DB00467
DB00796,28,DB00700
DB00436,28,DB00584
DB00796,28,DB00695
DB00996,28,DB00598
DB09230,28,DB00590
DB09229,28,DB00598
DB00887,28,DB00796
DB00346,28,DB09232
DB00346,28,DB00568
DB01136,28,DB00996
DB00346,28,DB05246
DB01136,28,DB00555
DB00542,28,DB00808
DB09231,28,DB00590
DB00612,29,DB00983
DB01223,29,DB04846
DB01193,29,DB01408
DB01223,29,DB00612
DB01407,29,DB00264
DB01274,29,DB00612
DB01408,29,DB00521
DB01274,29,DB04846
DB00195,29,DB13139
DB01193,29,DB00983
DB01408,29,DB04861
DB01193,29,DB13139
DB00866,29,DB00983
DB00972,30,DB01395
DB01197,30,DB00700
DB00594,30,DB00542
DB01395,30,DB00461
DB09026,30,DB08907
DB00594,30,DB01197
DB01395,30,DB01029
DB08907,30,DB00796
DB00700,30,DB01029
DB00091,30,DB00876
DB00594,30,DB00678
DB01395,30,DB00788
DB00515,31,DB01177
DB00091,31,DB00712
DB00963,31,DB00091
DB00091,31,DB00328
DB01014,31,DB00179
DB00091,31,DB01009
DB01435,31,DB00091
DB00091,31,DB01241
DB00091,31,DB00749
DB00091,31,DB00784
DB00972,31,DB01014
DB00972,31,DB00091
DB01576,32,DB01171
DB00696,32,DB00211
DB00211,32,DB00805
DB00422,32,DB01171
DB06701,32,DB01171
DB01253,32,DB00211
DB01193,32,DB00289
DB00320,32,DB06262
DB00753,32,DB00422
DB00289,32,DB01577
DB00182,32,DB00805
DB01200,33,DB00952
DB01136,33,DB01253
DB00918,33,DB01253
DB01200,33,DB00589
DB00320,33,DB00998
DB00696,33,DB00952
DB00598,33,DB00353
DB00248,33,DB00598
DB01253,33,DB00998
DB00918,33,DB00353
DB00998,33,DB00353
DB00467,34,DB01628
DB00861,34,DB00467
DB01137,34,DB00788
DB00972,34,DB00467
DB00749,34,DB01137
DB13783,34,DB01137
DB06736,34,DB01137
DB00328,34,DB01137
DB01097,34,DB01137
DB13783,34,DB00467
DB00467,34,DB00749
DB06605,35,DB13952
DB01418,35,DB00255
DB00993,35,DB00266
DB00266,35,DB00255
DB01418,35,DB00294
DB00278,35,DB13954
DB00266,35,DB01033
DB01418,35,DB00977
DB01418,35,DB01357
DB00266,35,DB09123
DB00389,35,DB00266
DB01222,36,DB06710
DB00959,36,DB06710
DB00394,36,DB01406
DB01406,36,DB00959
DB01380,36,DB06710
DB01406,36,DB00180
DB00655,36,DB08804
DB08906,36,DB06710
DB00741,36,DB08804
DB01406,36,DB08906
DB00945,37,DB00215
DB00749,37,DB00176
DB00476,37,DB00749
DB00215,37,DB01283
DB00945,37,DB06700
DB00945,37,DB01296
DB06700,37,DB00461
DB00972,37,DB00751
DB00482,37,DB00472
DB00482,37,DB00476
DB05812,38,DB00758
DB01241,38,DB00619
DB06695,38,DB05351
DB00758,38,DB00257
DB00758,38,DB05351
DB01181,38,DB01149
DB00320,38,DB01181
DB01211,38,DB01181
DB06695,38,DB00736
DB08868,39,DB01280
DB08868,39,DB01181
DB08868,39,DB00544
DB08868,39,DB00688
DB00928,39,DB08868
DB08868,39,DB00619
DB08868,39,DB09053
DB08868,39,DB01206
DB08868,39,DB01024
DB12364,40,DB00861
DB06736,40,DB12364
DB13783,40,DB12364
DB12364,40,DB00176
DB12364,40,DB01283
DB13783,40,DB00266
DB13783,40,DB01418
DB12364,40,DB00963
DB06216,41,DB00865
DB01238,41,DB01577
DB09128,41,DB01576
DB00182,41,DB06016
DB00182,41,DB00623
DB00865,41,DB09224
DB00182,41,DB09128
DB00865,41,DB08815
DB00564,42,DB04817
DB01206,42,DB04817
DB01248,42,DB04817
DB00322,42,DB04817
DB09053,42,DB04817
DB00997,42,DB04817
DB01254,42,DB04817
DB00445,42,DB04817
DB00590,43,DB01018
DB00633,43,DB00590
DB01407,43,DB00590
DB01136,43,DB01364
DB00346,43,DB00633
DB00346,43,DB01407
DB00346,43,DB01064
DB00590,43,DB06262
DB00655,44,DB00461
DB13952,44,DB01283
DB01357,44,DB00461
DB00655,44,DB01628
DB01628,44,DB01357
DB00749,44,DB01357
DB00255,44,DB00461
DB01283,44,DB01357
DB00865,45,DB00647
DB01466,45,DB01577
DB00865,45,DB00295
DB01576,45,DB01227
DB00865,45,DB00813
DB00865,45,DB01227
DB08897,46,DB00332
DB00392,46,DB06148
DB08897,46,DB11181
DB01071,46,DB00805
DB08897,46,DB00804
DB00332,46,DB06148
DB00898,47,DB08918
DB06701,47,DB00736
DB05351,47,DB06701
DB00182,47,DB05351
DB12161,48,DB00683
DB12161,48,DB00186
DB12161,48,DB00898
DB12161,48,DB00829
DB00439,49,DB01590
DB00439,49,DB00627
DB00439,49,DB00758
DB00594,50,DB00091
DB00153,50,DB00808
DB00898,51,DB08827
DB00091,51,DB06710
DB00636,52,DB01394
DB00439,52,DB01394
DB01245,53,DB00997
DB00694,53,DB01245
DB01254,54,DB00751
DB00436,55,DB01175
DB01242,56,DB00211
DB01039,57,DB00227
DB00555,58,DB00603
DB01245,59,DB00695
DB00437,60,DB00542
DB00443,61,DB09063
DB06263,62,DB00720
DB00993,63,DB01033
DB00898,64,DB01020
